iter	MAE	Huber:delta=50
1935	33.23775631	893.994056
1936	33.23775777	893.9903147
1937	33.22910826	893.7446862
1938	33.22900169	893.7275436
1939	33.22895134	893.7235646
1940	33.22183481	893.460899
1941	33.22220606	893.45674
1942	33.21731996	893.2749491
1943	33.21643965	893.2292924
1944	33.21645662	893.2249732
1945	33.21527483	893.1871241
1946	33.2091839	892.9757618
1947	33.20961901	892.9691461
1948	33.20754584	892.9101009
1949	33.2055627	892.8237588
1950	33.20470136	892.7705084
1951	33.20386614	892.7501741
1952	33.20340298	892.7358996
1953	33.20246784	892.7253778
1954	33.20236781	892.7119766
1955	33.19913122	892.5570133
1956	33.19423893	892.3633444
1957	33.19337341	892.3021875
1958	33.18884989	892.1167291
1959	33.18782542	892.0955743
1960	33.18799123	892.0908921
1961	33.18136854	891.8759091
1962	33.18131937	891.8702802
1963	33.17526279	891.690276
1964	33.17551932	891.6772137
1965	33.17387553	891.6405372
1966	33.17284746	891.6015495
1967	33.17146798	891.5337026
1968	33.17157302	891.5164279
1969	33.16794428	891.3496614
1970	33.16545583	891.2524763
1971	33.1570129	890.9669256
1972	33.15632441	890.9416162
1973	33.15465757	890.8671526
1974	33.14664718	890.5172636
1975	33.14494137	890.4454044
1976	33.13808841	890.2021477
1977	33.13536231	890.1129937
1978	33.13523379	890.1078182
1979	33.13388683	890.0780748
1980	33.13382385	890.0738493
1981	33.13001073	889.979521
1982	33.12988818	889.9756755
1983	33.12998159	889.9699508
1984	33.12766387	889.903018
1985	33.12402323	889.7898193
1986	33.12328723	889.774937
1987	33.11376436	889.3825847
1988	33.11290285	889.3020178
1989	33.10971695	889.1663949
1990	33.10946929	889.1593245
1991	33.10556333	889.0218371
1992	33.0970738	888.7484555
1993	33.09659513	888.7386465
1994	33.09607045	888.700963
1995	33.0905638	888.5281347
1996	33.08952563	888.495083
1997	33.08238927	888.2834637
1998	33.07159891	887.910754
1999	33.07166782	887.9065726
